No,City,Location,Area (sq.m),Type,Price,Bedroom,Bathrooms,Furnished,Street Access,Total Yard Area (sq.m),Pool,Lift,Sea,Playground,School,Hospital,Mosque,Mall,Indoor Pool,Outdoor Pool,Gym,Parking,Bank/Atm,Pharmacy,Restaurant,Supermarket,Laundry Room,Maid Room,Kitchen Furnished,Heating,Balcony,Jacuzzi,Solar Panels,Garden,Garage,Storage
167,San Francisco,Hillside,957,Apartment,159803,7,6,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
168,Los Angeles,Beachfront,552,Villa,137473,7,7,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0
169,Miami,Lakeview,837,Apartment,182452,5,4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0
170,San Francisco,Suburb,838,Apartment,112660,1,7,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
171,Chicago,Lakeview,589,Apartment,193533,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
172,Chicago,Hillside,855,Apartment,120453,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
173,New York,Downtown,1156,Villa,137123,7,2,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1
174,Miami,Suburb,944,Apartment,128979,4,7,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0
175,San Francisco,Downtown,708,Villa,100360,2,4,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1
176,San Francisco,Suburb,355,Apartment,195553,5,7,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1
177,New York,Beachfront,598,Apartment,191102,7,3,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0
178,Los Angeles,Lakeview,483,Villa,150566,3,6,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1
179,Chicago,Suburb,627,Villa,134644,3,7,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
180,San Francisco,Downtown,1132,Villa,172492,3,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1
181,Los Angeles,Downtown,619,Apartment,110490,4,7,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1
182,Miami,Beachfront,768,Apartment,123620,7,4,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0
183,Miami,Beachfront,1175,Apartment,199176,7,4,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
184,Los Angeles,Beachfront,303,Villa,149668,2,6,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
185,New York,Downtown,842,Apartment,107095,1,4,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0
186,Los Angeles,Beachfront,445,Villa,192127,7,4,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0
187,Los Angeles,Beachfront,456,Villa,187004,5,7,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1
188,San Francisco,Downtown,1052,Villa,198545,7,4,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1
189,New York,Hillside,370,Apartment,56152,5,3,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1
190,New York,Lakeview,460,Villa,83799,6,4,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1
191,New York,Beachfront,843,Villa,155224,1,3,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1
192,Miami,Beachfront,470,Villa,98740,2,5,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
193,San Francisco,Lakeview,552,Apartment,99286,7,3,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1
194,Los Angeles,Lakeview,490,Villa,158140,1,4,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0
195,Chicago,Downtown,720,Villa,134940,5,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
196,San Francisco,Suburb,647,Apartment,148864,6,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1
197,Los Angeles,Lakeview,1164,Apartment,104035,3,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
198,Los Angeles,Suburb,965,Apartment,144674,2,6,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1
199,Miami,Hillside,943,Villa,109230,3,4,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
200,Chicago,Hillside,1002,Apartment,186397,4,5,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0
201,San Francisco,Suburb,393,Apartment,90634,7,6,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0
202,Los Angeles,Beachfront,1007,Apartment,111828,1,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1
203,Los Angeles,Hillside,929,Apartment,193901,2,2,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1
204,San Francisco,Hillside,1064,Apartment,112665,5,6,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0
205,Miami,Suburb,1036,Apartment,96158,4,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1
206,Miami,Beachfront,447,Apartment,115312,5,4,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1
207,San Francisco,Beachfront,1046,Villa,187129,2,3,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1
208,San Francisco,Beachfront,896,Villa,151038,5,3,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
209,San Francisco,Lakeview,1027,Villa,104261,1,5,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1
210,Los Angeles,Downtown,1170,Apartment,127232,7,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1
211,Miami,Beachfront,1042,Apartment,67496,6,5,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
212,Chicago,Hillside,564,Villa,180183,2,4,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0
213,Los Angeles,Beachfront,303,Apartment,81923,2,2,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1
214,San Francisco,Suburb,939,Villa,59764,4,3,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1
215,Chicago,Suburb,1081,Apartment,99833,1,5,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
216,Miami,Lakeview,720,Apartment,156903,6,5,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0
217,Miami,Beachfront,803,Villa,54005,6,3,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1
218,Chicago,Hillside,593,Apartment,76606,3,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0
219,San Francisco,Suburb,358,Apartment,174695,2,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1
220,Miami,Downtown,842,Apartment,95357,7,3,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0
221,Los Angeles,Hillside,338,Apartment,196097,2,2,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
222,San Francisco,Hillside,880,Apartment,107373,1,7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0
223,New York,Beachfront,528,Apartment,166758,2,4,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
224,Los Angeles,Lakeview,613,Apartment,199978,6,6,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
225,Chicago,Hillside,556,Villa,163370,7,7,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1
226,New York,Hillside,355,Apartment,173947,1,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1
227,San Francisco,Hillside,1139,Villa,195371,5,7,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1
228,Miami,Suburb,920,Villa,160124,4,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
229,Los Angeles,Suburb,741,Apartment,60000,5,4,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
230,Chicago,Suburb,369,Apartment,136843,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
231,New York,Beachfront,1031,Villa,64461,7,3,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0
232,Miami,Hillside,485,Apartment,58885,3,6,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1
233,Miami,Lakeview,661,Villa,51273,7,7,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1
234,Los Angeles,Beachfront,330,Villa,58800,7,4,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
235,New York,Hillside,487,Villa,125698,1,6,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1
236,Miami,Lakeview,390,Apartment,61518,3,6,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0
237,New York,Downtown,548,Apartment,108058,4,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0
238,Miami,Hillside,348,Villa,107774,2,2,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0
239,San Francisco,Downtown,400,Apartment,70695,3,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0
240,San Francisco,Hillside,1098,Apartment,116904,2,5,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
241,Los Angeles,Downtown,1035,Apartment,177650,5,6,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1
242,San Francisco,Beachfront,481,Villa,119716,1,2,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1
243,San Francisco,Hillside,411,Villa,96020,6,5,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
244,Chicago,Lakeview,486,Apartment,79712,4,7,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0
245,Chicago,Lakeview,489,Villa,111125,5,4,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1
246,Miami,Hillside,773,Villa,157274,6,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1
247,Chicago,Suburb,841,Villa,86340,3,6,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
248,Los Angeles,Suburb,586,Apartment,54334,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
249,San Francisco,Downtown,838,Villa,125626,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1
250,New York,Suburb,1083,Apartment,68396,7,7,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
251,San Francisco,Downtown,433,Apartment,109778,6,5,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
252,San Francisco,Hillside,699,Villa,156425,2,4,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0
253,Los Angeles,Lakeview,1015,Apartment,92684,2,5,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1
254,San Francisco,Beachfront,947,Villa,125600,5,4,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0
255,Chicago,Hillside,1112,Villa,112638,7,5,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
256,Los Angeles,Downtown,489,Villa,182614,2,6,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
257,San Francisco,Lakeview,313,Villa,146261,2,7,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0
258,San Francisco,Lakeview,874,Apartment,140486,4,3,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
259,New York,Downtown,407,Villa,85142,5,7,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
260,Chicago,Suburb,576,Villa,52584,7,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1
261,Los Angeles,Hillside,1089,Apartment,106576,5,7,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0
262,New York,Downtown,933,Apartment,92083,3,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
263,Miami,Lakeview,1026,Villa,123588,6,5,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1
264,Los Angeles,Hillside,1135,Apartment,162163,7,7,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1
265,Los Angeles,Hillside,975,Apartment,173929,2,4,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1
266,New York,Suburb,717,Apartment,51216,5,6,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
267,Chicago,Beachfront,1015,Villa,199738,6,2,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
268,Miami,Lakeview,1003,Apartment,72234,3,3,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1
269,Chicago,Beachfront,588,Apartment,99561,7,3,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
270,Chicago,Lakeview,876,Apartment,133736,3,5,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1
271,Miami,Lakeview,547,Villa,178988,5,5,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1
272,Miami,Downtown,729,Villa,152577,3,2,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1
273,New York,Downtown,358,Apartment,164063,5,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0
274,Chicago,Lakeview,584,Villa,150863,6,4,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1
275,Los Angeles,Downtown,1111,Villa,80944,7,4,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
276,Chicago,Beachfront,1109,Apartment,148321,4,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
277,San Francisco,Hillside,526,Apartment,193910,3,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0
278,Los Angeles,Downtown,804,Apartment,105845,5,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1
279,Chicago,Downtown,873,Apartment,178401,3,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
280,San Francisco,Lakeview,430,Villa,89992,7,6,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1
281,Miami,Suburb,881,Villa,134302,7,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
282,Chicago,Downtown,682,Apartment,111563,5,3,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1
283,New York,Lakeview,583,Villa,60871,6,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
284,San Francisco,Beachfront,1133,Villa,165262,3,3,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
285,New York,Hillside,785,Villa,180102,5,2,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
286,San Francisco,Downtown,728,Apartment,93605,4,3,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1
287,Miami,Suburb,1069,Villa,155777,6,4,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
288,Los Angeles,Suburb,1189,Apartment,150747,6,2,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1
289,New York,Hillside,990,Villa,186721,3,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1
290,Miami,Beachfront,1150,Apartment,50075,5,6,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0
291,Los Angeles,Suburb,887,Apartment,188162,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1
292,Los Angeles,Lakeview,576,Apartment,145216,3,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1
293,Chicago,Beachfront,1021,Apartment,194065,7,5,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1
294,San Francisco,Beachfront,876,Apartment,55470,7,7,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0
295,Los Angeles,Downtown,1051,Apartment,130698,7,3,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
296,Los Angeles,Downtown,740,Apartment,111621,7,4,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0
297,Miami,Hillside,402,Villa,86521,3,4,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1
298,Miami,Beachfront,970,Apartment,93315,1,3,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1
299,Los Angeles,Downtown,541,Apartment,122798,2,3,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
300,Miami,Downtown,651,Villa,100521,5,5,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
301,San Francisco,Hillside,756,Villa,72826,1,7,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1
302,Chicago,Downtown,563,Apartment,76475,5,2,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
303,Chicago,Lakeview,1047,Villa,196348,3,7,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0
304,Miami,Beachfront,632,Apartment,107336,1,7,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1
305,San Francisco,Hillside,895,Apartment,166602,6,5,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
306,Chicago,Downtown,467,Apartment,54470,5,6,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0
307,Los Angeles,Downtown,870,Villa,147814,6,6,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1
308,Chicago,Beachfront,964,Villa,81393,2,6,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1
309,New York,Beachfront,468,Villa,130042,2,5,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1
310,Miami,Lakeview,968,Apartment,58468,4,3,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0
311,Chicago,Hillside,1190,Apartment,174993,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0
312,New York,Hillside,1043,Apartment,149184,7,5,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0
313,New York,Lakeview,698,Apartment,162783,1,4,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
314,San Francisco,Downtown,636,Apartment,106415,7,2,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1
315,Los Angeles,Beachfront,861,Apartment,144034,7,6,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
316,Miami,Suburb,610,Apartment,110267,5,4,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1
317,Chicago,Downtown,753,Villa,98357,2,5,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
318,Miami,Suburb,677,Apartment,140892,5,2,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0
319,San Francisco,Beachfront,426,Apartment,159880,7,7,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1
320,Los Angeles,Beachfront,1123,Villa,107915,2,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1
321,New York,Suburb,787,Villa,160245,4,3,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
322,San Francisco,Beachfront,988,Villa,189590,4,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0
323,Los Angeles,Hillside,603,Villa,186509,4,2,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1
324,Los Angeles,Beachfront,1105,Villa,133886,2,7,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0
325,New York,Downtown,419,Apartment,153657,1,6,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
326,New York,Downtown,886,Apartment,151005,3,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1
327,New York,Beachfront,787,Apartment,167432,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1
328,Chicago,Downtown,512,Apartment,132039,5,5,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1
329,Miami,Hillside,902,Villa,72320,5,2,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
